Abstract,Link
"The cosmological QCD transition affects primordial density perturbations. If
the QCD transition is first order, the sound speed vanishes during the
transition and density perturbations fall freely. For scales below the Hubble
radius at the transition the primordial Harrison-Zel'dovich spectrum of density
fluctuations develops large peaks and dips. These peaks grow with wave number
for both the hadron-photon-lepton fluid and for cold dark matter. At the
horizon scale the enhancement is small. This by itself does not lead to the
formation of black holes at the QCD transition. The peaks in the
hadron-photon-lepton fluid are wiped out during neutrino decoupling. For cold
dark matter that is kinetically decoupled at the QCD transition (e.g., axions
or primordial black holes) these peaks lead to the formation of CDM clumps of
masses $10^{-20} M_\odot< M_{\rm clump} < 10^{-10} M_\odot$.",http://arxiv.org/abs/astro-ph/9807257v2
"Supermassive black holes, with masses of 10^6 to more than 10^9 solar masses,
are among the most spectacular objects in the Universe, and are laboratories
for physics in extreme conditions. The primary goal of ARISE (Advanced Radio
Interferometry between Space and Earth) is to use the technique of Space VLBI
to increase our understanding of black holes and their environments, by imaging
the havoc produced in the near vicinity of the black holes by their enormous
gravitational fields. The mission will be based on a 25-meter space-borne radio
telescope operating at frequencies between 8 and 86 GHz, roughly equivalent to
an orbiting element of the Very Long Baseline Array. In an elliptical orbit
with an apogee height of 40,000-100,000 km, ARISE will provide resolution of 15
microarcseconds or better, 5-10 times better than that achievable on the
ground. At frequencies of 43 and 86 GHz, the resolution of light weeks to light
months in distant quasars will complement the gamma-ray and X-ray observations
of high-energy photons, which come from the same regions near the massive black
holes. At 22 GHz, ARISE will image the water maser disks in active galaxies
more than 15 Mpc from Earth, probing accretion physics and giving accurate
measurements of black-hole masses. ARISE also will study gravitational lenses
at resolutions of tens of microarcseconds, yielding important information on
the dark-matter distribution and on the possible existence of compact objects
with masses of 10^3 to 10^6 solar masses.",http://arxiv.org/abs/astro-ph/9901374v1
"The observed number counts of quasars may be explained either by long-lived
activity within rare massive hosts, or by short-lived activity within smaller,
more common hosts. It has been argued that quasar lifetimes may therefore be
inferred from their clustering length, which determines the typical mass of the
quasar host. Here we point out that the relationship between the mass of the
black-hole and the circular velocity of its host dark-matter halo is more
fundamental to the determination of the clustering length. In particular, the
clustering length observed in the 2dF quasar redshift survey is consistent with
the galactic halo - black-hole relation observed in local galaxies, provided
that quasars shine at ~10-100% of their Eddington luminosity. The slow
evolution of the clustering length with redshift inferred in the 2dF quasar
survey favors a black-hole mass whose redshift-independent scaling is with halo
circular velocity, rather than halo mass. These results are independent from
observations of the number counts of bright quasars which may be used to
determine the quasar lifetime and its dependence on redshift. We show that if
quasar activity results from galaxy mergers, then the number counts of quasars
imply an episodic quasar lifetime that is set by the dynamical time of the host
galaxy rather than by the Salpeter time. Our results imply that as the redshift
increases, the central black-holes comprise a larger fraction of their host
galaxy mass and the quasar lifetime gets shorter.",http://arxiv.org/abs/astro-ph/0403714v1
"After being destroyed by a binary supermassive black hole, a stellar density
cusp can regrow at the center of a galaxy via energy exchange between stars
moving in the gravitational field of the single, coalesced hole. We illustrate
this process via high-accuracy N-body simulations. Regeneration requires
roughly one relaxation time and the new cusp extends to a distance of roughly
one-fifth the black hole's influence radius, with density rho ~ r^{-7/4}; the
mass in the cusp is of order 10% the mass of the black hole. Growth of the cusp
is preceded by a stage in which the stellar velocity dispersion evolves toward
isotropy and away from the tangentially-anisotropic state induced by the
binary. We show that density profiles similar to those observed at the center
of the Milky Way and M32 can regenerate themselves in several Gyr following
infall of a second black hole; the presence of density cusps at the centers of
these galaxies can therefore not be used to infer that no merger has occurred.
We argue that Bahcall-Wolf cusps are ubiquitous in stellar spheroids fainter
than M_V ~ -18.5 that contain supermassive black holes, but the cusps have not
been detected outside of the Local Group since their angular sizes are less
than 0.1"". We show that the presence of a cusp implies a lower limit of
\~10^{-4} per year on the rate of stellar tidal disruptions, and discuss the
consequences of the cusps for gravitational lensing and the distribution of
dark matter on sub-parsec scales.",http://arxiv.org/abs/astro-ph/0510498v4
"We show that with a Next Generation Large Telescope one can detect the
accelerated motions of ~100 stars orbiting the massive black hole at the
Galactic center. The positions and velocities of these stars will be measured
to astrometric and spectroscopic precision several times better than currently
attainable enabling detailed measurements of the gravitational potential in the
neighborhood of the massive black hole. We show that the monitoring of stellar
motions with such a telescopes enables: (1) a measurement of the Galactic
center distance R_0 to better than 0.1% accuracy, (2) a measurement of the
extended matter distribution near the black hole, including that of the exotic
dark matter, (3) a detection of general relativistic effects due to the black
hole including the prograde precession of stars and possibly the black hole
spin, and (4) a detection of gravitational encounters between monitored stars
and stellar remnants that accumulate near the Galactic center. Such encounters
probe the mass function of the remnants.",http://arxiv.org/abs/astro-ph/0512621v2
"We solve dynamical equations of motion to determine the conditions under
which an over-dense region in the early universe will lead to collapse to a
black hole, starting from horizon crossing of the over-dense region to the
point of gravitational instability. Here we focus on the sensitivity to QCD and
electroweak phase transitions. We then solve rate equations to determine the
mass distribution of black holes in the present universe. A second order phase
transition or rapid crossover would have significant consequences only if the
index of primordial density fluctuations n > 1.25. However, a first order
transition would lead to a black hole dominated universe for any realistic
value of n including n=1.",http://arxiv.org/abs/0706.1111v1
"The structure of dark matter halos as predicted from cosmological models is
discussed and compared with observed rotation curves of dark matter-dominated
dwarf galaxies. The theoretical models predict that dark matter halos represent
a one-parameter family with a universal density profile. Observations of dark
matter-dominated rotation curves indeed confirm the universal structure of dark
halos. They are even in excellent agreement with the expected mass-radius
scaling relations for the currently favoured cosmological model (standard cold
dark matter with Omega_0=0.25 and Omega_{Lambda}=0.75). The rotation profiles
however disagree with the predicted dark matter density distributions. Secular
processes which might affect the inner halo structure do not seem to provide a
good solution to this problem. We discuss, as an alternative, the possibility
that dark halos consist of two separate components, a dark baryonic and a dark
non-baryonic component.",http://arxiv.org/abs/astro-ph/9904159v1
"We investigate contributions to the extragalactic gamma-ray background (EGB)
due to neutralino dark matter (DM) pair-annihilation into photons, from DM
density enhancements (minispikes) surrounding intermediate-mass black holes
(IMBHs). We focus on two IMBH formation scenarios; our conservative scenario
where IMBHs are remnants of Population-III stars, and our optimistic scenario
here IMBHs are formed in protogalactic disks. In both scenarios, their
formation in pregalactic halos at high redshift lead to the formation of
minispikes that are bright sources of gamma-ray photons. Taking into account
minispike depletion processes, we only sum contributions from a cosmological
distribution of IMBHs with maintained minispikes. Our conservative scenario (BH
mass 10^2 M_sun with a r^{-3/2} minispike) predicts gamma-ray fluxes that are
an order larger than the equivalent flux, using the same DM parameters (mass
100 GeV and annihilation cross-section 3 \times 10^{-26} cm^3 s^{-1}, from the
host halo without IMBH minispikes. Our optimistic scenario (BH mass 10^5 M_sun
with a r^{-7/3} minispike) predicts fluxes that are three orders larger, that
can reach current EGB observations taken by EGRET (DM parameters as above).
This fact may serve interesting consequences for constraining DM parameters and
elucidating the true nature of IMBHs. Additionally, we determine the spectra of
DM annihilation into monochromatic gamma-rays, and show that its flux can be
within observational range of GLAST, providing a potential `smoking-gun'
signature of DM.",http://arxiv.org/abs/astro-ph/0607042v2
"Quasars are powered by accretion onto supermassive black holes, but the
problem of the duty cycle related to the episodic activity of the black holes
remains open as one of the major questions of cosmological evolution of
quasars. In this Letter, we obtain quasar duty cycles based on analyses of a
large sample composed of 10,979 quasars with redshifts $z\le2.1$ from the Sloan
Digital Sky Survey (SDSS) Data Release Three. We estimate masses of quasar
black holes and obtain their mass function (MF) of the present sample. We then
get the duty cycle $\bar{\delta}(z)=10^{-3}\sim 1$ based on the So{\l}tan's
argument, implying that black holes are undergoing multiple episodic activity.
We find that the duty cycle has a strong evolution. By comparison, we show that
evolution of the duty cycle follows the history of cosmic star formation rate
(SFR) density in the Universe, providing intriguing evidence for a natural
connection between star formation and triggering of black hole activity.
Feedback on star formation from black hole activity is briefly discussed.",http://arxiv.org/abs/astro-ph/0606704v1
"We estimate the energy release of black hole formation to the intra-cluster
medium of the Coma cluster and find that this is comparable to the present day
energy content. Therefore an energetic and maybe hydrostatic influence is
possible. Our calculations rely on the assumption of an universal black hole to
galaxy mass ratio (more exactly: spheroidal mass component of the stellar
population), for which there is growing evidence. On a cosmological scale,
there is also an energy release of black hole formation comparable to what is
expected to be present within the thermal gas, caused by the process of
structure formation. This indicates an important dynamical influence, neglected
by present day structure formation simulations. This estimate of cosmological
black hole energy release is independent of the black hole to galaxy mass
ratio, but consistent with its value.",http://arxiv.org/abs/astro-ph/9803105v1
"We investigate the characteristic radiative efficiency \epsilon, Eddington
ratio \lambda, and duty cycle P_0 of high-redshift active galactic nuclei
(AGN), drawing on measurements of the AGN luminosity function at z=3-6 and,
especially, on recent measurements of quasar clustering at z=3-4.5 from the
Sloan Digital Sky Survey. The free parameters of our models are \epsilon,
\lambda, and the normalization, scatter, and redshift evolution of the relation
between black hole mass \mbh and halo virial velocity V_vir. We compute the
luminosity function from the implied growth of the black hole mass function and
the quasar correlation length from the bias of the host halos. We test our
adopted formulae for the halo mass function and halo bias against measurements
from the large N-body simulation developed by the MICE collaboration. The
strong clustering of AGNs observed at z=3 and, especially, at z=4 implies that
massive black holes reside in rare, massive dark matter halos. Reproducing the
observed luminosity function then requires high efficiency \epsilon and/or low
Eddington ratio \lambda, with a lower limit (based on 2\sigma agreement with
the measured z=4 correlation length) \epsilon> 0.7\lambda/(1+0.7\lambda),
implying \epsilon > 0.17 for \lambda > 0.25. Successful models predict high
duty cycles, P_0~0.2, 0.5, and 0.9 at z=3.1, 4.5 and 6, respectively, and they
require that the fraction of halo baryons locked in the central black hole is
much larger than the locally observed value. The rapid drop in the abundance of
the massive and rare host halos at z>7 implies a proportionally rapid decline
in the number density of luminous quasars, much stronger than simple
extrapolations of the z=3-6 luminosity function would predict. (abridged)",http://arxiv.org/abs/0810.4919v2
"We suggest that accretion of planet-bound dark matter by the Jovian planets,
and by hot-Jupiter exoplanets, could be a significant source of their internal
heat. The anomalously low internal heat of Uranus would then be explained if
the collision believed to have tilted the axis of Uranus also knocked it free
of most of its associated dark matter cloud. Our considerations focus on the
efficient capture of non-self-annihilating dark matter, but could also apply to
self-annihilating dark matter, provided the capture efficiency is small enough
that the earth heat balance constraint is obeyed.",http://arxiv.org/abs/0808.2823v4
"Braneworld gravity is a model that endows physical space with an extra
dimension. In the type II Randall-Sundrum braneworld gravity model, the extra
dimension modifies the spacetime geometry around black holes, and changes
predictions for the formation and survival of primordial black holes. We
develop a comprehensive analytical formalism for far-field black hole lensing
in this model, using invariant quantities to compute all geometric optics
lensing observables. We then make the first analysis of wave optics in
braneworld lensing, working in the semi-classical limit. We show that wave
optics offers the only realistic way to observe braneworld effects in black
hole lensing. We point out that if primordial braneworld black holes exist,
have mass M, and contribute a fraction f of the dark matter, then roughly 3e5 x
f (M/1e-18 Msun)^(-1) of them lie within our Solar System. These objects, which
we call ""attolenses,"" would produce interference fringes in the energy spectra
of gamma-ray bursts at energies ~100 (M/1e-18 Msun)^(-1) MeV (which will soon
be accessible with the GLAST satellite). Primordial braneworld black holes
spread throughout the universe could produce similar interference effects; the
probability for ""attolensing"" may be non-negligible. If interference fringes
were observed, the fringe spacing would yield a simple upper limit on M.
Detection of a primordial black hole with M <~ 1e-19 Msun would challenge
general relativity and favor the braneworld model. Further work on lensing
tests of braneworld gravity must proceed into the physical optics regime, which
awaits a description of the full spacetime geometry around braneworld black
holes.",http://arxiv.org/abs/gr-qc/0603061v3
"Depending on various assumptions on the energy scale of inflation and
assuming a primordial power spectrum of a Broken Scale Invariance (BSI) type,
we explore the possibility for Primordial Black Holes (PBH) and Planck relics
to contribute substantially to cold dark matter in the Universe. A recently
proposed possibility to produce planck relics in 4-dimensional string gravity
is considered. Possible experimental detection through gravitational waves is
further explored. We stress that inflation with a low energy scale, and also
possibly when Planck relics are produced, leads unavoidably to relics
originating from PBHs that are not effectively classical during their
formation, rendering the usual formalism inadequate for them.",http://arxiv.org/abs/astro-ph/0303330v2
"Cosmic ray antiprotons can originate from dark matter annihilating into
quarks that subsequently decay into antiprotons. Evaporation of primordial
black holes also can produce a significant antiproton flux. Since the spectrum
of secondary antiprotons from cosmic ray interactions peaks at ~ 2 GeV and goes
down sharply at lower energy, there is a window at energies < 1 GeV in which to
look for excess antiprotons as a signature of these exotic antiproton sources.
However, in the vicinity of the Earth low energy particles are strongly
modulated by the solar wind, which makes any analysis ambiguous. The adverse
effects of the solar wind can be avoided by placing a low energy antiproton
spectrometer aboard an interstellar probe. The theoretical predictions are
reviewed and the preliminary design of a light-weight, low-power instrument to
make the measurements and a summary of the anticipated results are given in
this paper.",http://arxiv.org/abs/astro-ph/9912140v1
"The discovery of dark matter particles would conclusively reject the MOND
theory. MOND may violate Einstein's Strong Equivalence principle. However, as
we show, there is already evidence that MOND is likely not required. MOND was
invented to explain the rotation velocities of stars far into the galactic
halos. Dark Matter also explains this same effect.
  These both use a gravity probe of the I/R^2 law. We show that non gravity
probes determine the same value for the amount of dark matter that does not
involve modifications of gravity. Using Occam's Razor this coincidence is best
explained by the existence of dark matter.",http://arxiv.org/abs/astro-ph/0510576v1
"Caustics are a generic feature of the nonlinear growth of structure in the
dark matter distribution. If the dark matter were absolutely cold, its mass
density would diverge at caustics, and the integrated annihilation probability
would also diverge for individual particles participating in them. For
realistic dark matter candidates, this behaviour is regularised by small but
non-zero initial thermal velocities. We present a mathematical treatment of
evolution from Hot, Warm or Cold Dark Matter initial conditions which can be
directly implemented in cosmological N-body codes. It allows the identification
of caustics and the estimation of their annihilation radiation in fully general
simulations of structure formation.",http://arxiv.org/abs/0809.0497v2
"Gravitational tunneling radiation (GTR) from a black hole is similar to
electric field emission of electrons from a metal. There is always a second
body to give the gravitational barrier of a black hole a finite rather than
infinite width so that a particle can escape by tunneling. Thus GTR may be
emitted from black holes in a process differing from that of Hawking radiation
(HR) with broad ranging astrophysical ramifications. HR of an ""isolated"" black
hole is an abstraction which has not been detected in three decades, and which
may not exist. GTR is beamed, in contrast to HR, which is isotropic. Little
black holes may account for much of the dark matter of the universe, and hence
the anomalous rotation of spiral galaxies, as well as contribute to the
accelerated expansion of the universe. The absence of HR permits the existence
of little black hole gravitationally bound atoms with quantized orbits and
quantized gravitational radiation. Since some theories speculate that the early
universe may have existed in n-dimensional space, certain results will be
presented both for general n-space and for the 3-space in which we live. An
inconsistency between quantum mechanics and the equivalence principle is
demonstrated. It is shown that angular momentum cannot be quantized in the
usual manner in 4-space, with possible consequences for Kaluza-Klein theory. An
hypothesis is presented for reducing the enormously too-large vacuum zero-point
energy. String theory may be impacted by the finding that atoms are not
energetically stable in higher than 3-space. GTR avoids the black hole lost
information paradox.",http://arxiv.org/abs/astro-ph/0302469v4
"We discuss the link between dark matter halos hosting the first PopIII stars
and the rare, massive, halos that are generally considered to host bright
quasars at high redshift z~6. The main question that we intend to answer is
whether the super-massive black holes powering these QSOs grew out from the
seeds planted by the first intermediate massive black holes created in the
universe. This question involves a dynamical range of 10^13 in mass and we
address it by combining N-body simulations of structure formation to identify
the most massive halos at z~6 with a Monte Carlo method based on linear theory
to obtain the location and formation times of the first light halos within the
whole simulation box. We show that the descendants of the first ~10^6 Msun
virialized halos do not, on average, end up in the most massive halos at z~6,
but rather live in a large variety of environments. The oldest PopIII
progenitors of the most massive halos at z~6, form instead from density peaks
that are on average one and a half standard deviations more common than the
first PopIII star formed in the volume occupied by one bright high-z QSO. The
intermediate mass black hole seeds planted by the very first PopIII stars at
z>40 can easily grow to masses m_BH>10^9.5 Msun by z=6 assuming Eddington
accretion with radiative efficiency \epsilon~0.1. Quenching of the black hole
accretion is therefore crucial to avoid an overabundance of supermassive black
holes at lower redshift. This can be obtained if the mass accretion is limited
to a fraction \eta~6*10^{-3} of the total baryon mass of the halo hosting the
black hole. The resulting high end slope of the black hole mass function at z=6
is \alpha ~ -3.7, a value within the 1\sigma error bar for the bright end slope
of the observed quasar luminosity function at z=6.",http://arxiv.org/abs/0705.3843v1
"We study the generation of a stochastic gravitational wave (GW) background
produced from a population of core-collapse supernovae, which form black holes
in scenarios of structure formation. We obtain, for example, that the formation
of a population (Population III) of black holes, in cold dark matter scenarios,
could generate a stochastic GW background with a maximum amplitude of $h_{\rm
BG} \simeq 10^{-24}$ and corresponding closure energy density of
$\Omega_{\rm{GW}}\sim 10^{-7}$, in the frequency band $\nu_{\rm{obs}} \simeq
30-470 {\rm Hz}$ (assuming a maximum efficiency of generation of GWs, namely,
$\epsilon_{\rm GW_{\rm max}} = 7\times 10^{-4}$) for stars forming at redshifts
$z\simeq 30-10.$ We show that it will be possible in the future to detect this
isotropic GW background by correlating signals of a pair of `advanced' LIGO
observatories (LIGO III) at a signal-to-noise ratio of $\simeq 40$. We discuss
what astrophysical information could be obtained from a positive (or even a
negative) detection of such a GW background generated in scenarios such as
those studied here. One of them is the possibility of obtaining the initial and
final redshifts of the emission period from the observed spectrum of GWs.",http://arxiv.org/abs/astro-ph/0202037v1
"Spherical gravitational collapse of a cold gas of annihilating particles
involves a competition between the free-fall rate $\propto\sqrt{\rho}$ and the
(s-wave) annihilation rate $\propto\rho$. Thus, there is a critical density
$\rhoann$ above which annihilation proceeds faster than free fall.
Gravitational collapse of a cloud of (initial) mass $M$ to a black hole is only
possible if $3/32\pi G^3M^2\lesssim\rhoann$, or $M\gtrsim\Mann\equiv (3/32\pi
G^3\rhoann)^{1/2}$. For a particle mass $m$ and freeze-out temperature
$T_f=m/x_f$, the minimum black hole mass is $\Mann\approx 10^{10}\msun
\times(x_f\sqrt{g_\star}/100\omcdm g_{\star S}m({\rm Gev}))$, where $g_{\star
S}$ and $g_\star$ are degeneracy factors. The formation of a black hole of
initial mass $M_{BH}$ is accompanied by the annihilation of about $M_{ann}$
released in a burst lasting a time $\sim GM_{BH}$ that could reach a total
annihilation luminosity $\sim 10^{59} {\rm erg s^{-1}}$. The absence of
astronomical observations of such spectacular events suggests either: (i) the
branching ratio for CDM annihilation to $e^{+}e^{-}$ pairs or quarks $\lesssim
10^{-10}$, while the branching ratio to $\nu{\bar{\nu}}$ is $\lesssim 10^{-5}$;
or (ii) CDM is not made of annihilating particles, but may be in some
non-annihilating form, such as axions; or (iii) CDM black holes never form.",http://arxiv.org/abs/astro-ph/0505497v1
"The rotation curves of dark matter dominated dwarf galaxies are analysed. The
observations show that dark matter halos represent a one-parameter family with
self similar density profiles. The global halo parameters, like total mass and
scale length are coupled by simple scaling relations. The inner halo regions
resemble non-singular, isothermal spheres with constant density cores. The
observations are compared with dark matter halos, resulting from cosmological
cold dark matter simulations. The theoretical models predict that dark matter
halos represent a one-parameter family in agreement with the observations.
However, in contradiction to the observations, the calculations lead to dark
matter halos with $r^{-1}$ density cusps in the center and non-isothermal
velocity dispersion profiles. Processes which might affect the inner halo
structure, resulting in isothermal, constant density cores are discussed.",http://arxiv.org/abs/astro-ph/9703057v1
"We discuss a numerical model for black hole growth and its associated
feedback processes that for the first time allows cosmological simulations of
structure formation to self-consistently follow the build up of the cosmic
population of galaxies and active galactic nuclei. Our model assumes that seed
black holes are present at early cosmic epochs at the centres of forming halos.
We then track their growth from gas accretion and mergers with other black
holes in the course of cosmic time. For black holes that are active, we
distinguish between two distinct modes of feedback, depending on the black hole
accretion rate itself. Black holes that accrete at high rates are assumed to be
in a `quasar regime', where we model their feedback by thermally coupling a
small fraction of their bolometric luminosity to the surrounding gas. For black
holes with low accretion rates, we conjecture that most of their feedback
occurs in mechanical form, where AGN-driven bubbles are injected into a gaseous
environment. Using our new model, we carry out TreeSPH cosmological simulations
on the scales of individual galaxies to those of massive galaxy clusters, both
for isolated systems and for cosmological boxes. We demonstrate that our model
produces results for the black hole and stellar mass densities in broad
agreement with observational constraints. We find that the black holes
significantly influence the evolution of their host galaxies, changing their
star formation history, their amount of cold gas, and their colours. Also, the
properties of intracluster gas are affected strongly by the presence of massive
black holes in the cores of galaxy clusters, leading to shallower metallicity
and entropy profiles, and to a suppression of strong cooling flows. [Abridged]",http://arxiv.org/abs/0705.2238v2
"A long-standing question is whether active galactic nuclei (AGN) vary like
Galactic black hole systems when appropriately scaled up by mass (refs 1-3). If
so, we can then determine how AGN should behave on cosmological timescales by
studying the brighter and much faster varying Galactic systems. As X-ray
emission is produced very close to the black holes, it provides one of the best
diagnostics of their behaviour. A characteristic timescale, which potentially
could tell us about the mass of the black hole, is found in the X-ray
variations from both AGN and Galactic black holes (refs 1-6), but whether it is
physically meaningful to compare the two has been questioned (ref 7). Here we
report that, after correcting for variations in the accretion rate, the
timescales can be physically linked, revealing that the accretion process is
exactly the same for small and large black holes. Strong support for this
linkage comes, perhaps surprisingly, from the permitted optical emission lines
in AGN whose widths (in both broad-line AGN and narrow-emission-line Seyfert 1
galaxies) correlate strongly with the characteristic X-ray timescale, exactly
as expected from the AGN black hole masses and accretion rates. So AGN really
are just scaled-up Galactic black holes.",http://arxiv.org/abs/astro-ph/0612273v1
"The standard cold dark matter (CDM) model has recently been challenged by the
claim that dwarf galaxies have dark matter halos with constant density cores.
Consequently, numerous alternative dark matter candidates have recently been
proposed. In this paper, we scrutinize the observational evidence for the
incongruity between dwarf galaxies and the CDM model. To this end, we analyze
the rotation curves of 20 late-type dwarf galaxies studied by Swaters (1999).
Taking the effects of beam-smearing and adiabatic contraction into account, we
fit mass models to these rotation curves with dark matter halos with different
cusp slopes, ranging from constant density cores to r^{-2} cusps. Uncertainties
in the stellar mass-to-light ratio and the limited spatial sampling of the
halo's density distribution hamper a unique mass decomposition. Consequently,
the rotation curves in our sample cannot be used to discriminate between dark
halos with constant density cores and r^{-1} cusps. We show that the dwarf
galaxies analyzed here are consistent with cold dark matter halos in a LCDM
cosmology, and that there is thus no need to abandon the idea that dark matter
is cold and collisionless. However, the data is also consistent with any
alternative dark matter model that produces dark matter halos with central
cusps less steep than r^{-1.5}. In fact, we argue that based on existing
rotation curves alone at best weak limits can be obtained on cosmological
parameters and/or the nature of the dark matter.",http://arxiv.org/abs/astro-ph/0006048v2
"This conference covered dark matter particle properties and searches, lensing
by dark matter, and dark matter distributions in galaxies and clusters; dark
energy phenomenology and theoretical models; surveys of structure and galaxy
formation, large scale simulations and neutrino cosmology; astronomy and star
formation; cosmic rays; cosmic microwave background; inflation in the
primordial universe, cosmic strings, brane cosmology, and the fine-structure
constant.",http://arxiv.org/abs/astro-ph/0405625v1
"Combining a theoretical model of mass accretion onto a galactic center with a
high-resolution $N$-body/SPH simulation, we investigate the formation of an
intermediate massive black hole (IMBH) during the hierarchical formation of a
small spiral galaxy (with a total mass of $10^{10}M_{\odot}$) in the high-$z$
universe. We found that the rate of average mass accretion to the nucleus due
to the radiation drag exerted by newly formed stars in the forming galaxy is
$\approx 10^{-5}M_{\odot}$yr$^{-1}$. As a result of this accretion, an IMBH
with $\approx 10^{4}M_{\odot}$ can be formed in the center of the spiral galaxy
at $z\sim 4$. We found that a central BH coevolves with the dark matter halo
from $z\sim 15$ to $z\sim 2$. The mass ratio of the BH to the dark matter halo
is nearly constant $\approx (1-3) \times 10^{-6}$ from $z\sim 10$ to $z\sim 2$.
This is because that change in the dark matter potential enhances star
formation in the central part of the galaxy, and as a result the BH evolves due
to mass accretion via the radiation drag. Therefore, our model naturally
predicts a correlation between massive BHs and dark matter halos. Moreover, it
is found that the final BH-to-bulge mass ratio ($\approx 5\times 10^{-5}$) in a
small spiral galaxy at high-$z$ is much smaller than that in the large galaxies
($\approx 10^{-3}$). Our results also suggest that the scatter in the observed
scaling relations between the bulge mass and black hole mass are caused by a
time lag between BH growth and growth of bulge. We also predict that the X-ray
luminosity of AGN is positively correlated with the CO luminosity in the
central region. By comparing our results with the properties of Lyman break
galaxies (LBGs), it is predicted that some LBGs have massive BHs of $\approx
10^{6}-10^{7}M_{\odot}$.",http://arxiv.org/abs/astro-ph/0504202v1
"We show that the mass function of black holes expected from the past quasar
activity (both visible and obscured) is consistent with the number of dormant
black holes found in the bulges of nearby galaxies. The joint formation of
quasars and bulges is addressed by means of an analytical model for galaxy
formation, based on the hierarchical clustering of cold dark matter halos. The
model is able to reproduce the main statistical properties of both populations
under the hypotheses that (i) star formation and quasar shining follow an
anti-hierarchical order, and (ii) galaxy morphology and final black hole mass
are determined by the same physical process.",http://arxiv.org/abs/astro-ph/9909267v2
"After discussion of the properties of degenerate fermion balls, we analyze
the orbit of the star S0-1, which has a projected distance of ~5 light-days to
Sgr A*, in the supermassive black hole as well as in the fermion ball scenarios
of the Galactic center. It is shown that both scenarios are consistent with the
data, as measured during the last 6 years by Genzel and coworkers and by Ghez
and coworkers. We show that the z-v_z phase space, which fits the data, is much
larger for the fermion ball than for the black hole scenario. Future
measurements of the positions or radial velocities of S0-1 and S0-2, which
could be orbiting within such a fermion ball, may reduce this allowed phase
space and eventually rule out one of the currently acceptable scenarios.",http://arxiv.org/abs/astro-ph/0207424v1
"After a discussion of the properties of degenerate fermion balls, we analyze
the orbits of the stars S0-1 and S0-2, which have the smallest projected
distances to Sgr A*, in the supermassive black hole as well as in the fermion
ball scenarios of the Galactic center. It is shown that both scenarios are
consistent with the data, as measured during the last six years by Genzel et
al. and Ghez et al. The free parameters of the projected orbit of a star are
the unknown components of its velocity v_z and distance z to Sgr A* in 1995.4,
with the z-axis being in the line of sight. We show, in the case of S0-1 and
S0-2, that the z-v_z phase-space which fits the data, is much larger for the
fermion ball than for the black hole scenario. Future measurements of the
positions or radial velocities of S0-1 and S0-2 could reduce this allowed
phase-space and eventually rule out one of the currently acceptable scenarios.
This may shed some light into the nature of the supermassive compact dark
object, or dark matter in general at the center of our Galaxy.",http://arxiv.org/abs/astro-ph/0103466v1
"We investigate the hypothesis that the cores of elliptical galaxies and
bulges are created from the binding energy liberated by the coalescence of
supermassive binary black holes during galaxy mergers. Assuming that the
central density profiles of galaxies were initially steep power laws, we define
the ``mass deficit'' as the mass in stars that had to be removed from the
nucleus in order to produce the observed core. We use nonparametric
deprojection to compute the mass deficit in a sample of 35 early-type galaxies
with high-resolution imaging data. We find that the mass deficit correlates
well with the mass of the nuclear black hole, consistent with the predictions
of merger models. We argue that core sizes in halos of non-interacting dark
matter particles should be comparable to those observed in the stars.",http://arxiv.org/abs/astro-ph/0110185v3
"We present a physical model for the coevolution of massive spheroidal
galaxies and active nuclei at their centers. Supernova heating is increasingly
effective in slowing down the star formation and in driving gas outflows in
smaller and smaller dark matter halos. Thus the more massive protogalaxies
virializing at early times are the sites of faster star formation. The
correspondingly higher radiation drag causes a faster angular momentum loss by
the gas and induces a larger accretion rate onto the central black hole. In
turn, the kinetic energy of the outflows powered by the active nuclei can
unbind the residual gas in a time shorter for larger halos. The model accounts
for a broad variety of dynamical, photometric and metallicity properties of
early-type galaxies, for the M_BH -- \sigma relation and for the local
supermassive black-hole mass function.",http://arxiv.org/abs/astro-ph/0409585v1
"The gravitational waves generated during supermassive black hole (SMBH)
coalescence are prime candidates for detection by the satellite LISA. We use
the extended Press-Schechter formalism combined with empirically motivated
estimates for the SMBH--dark matter halo mass relation and SMBH occupation
fraction to estimate the maximum coalescence rate for major SMBH mergers.
Assuming efficient binary coalescence, and guided by the lowest nuclear black
hole mass inferred in local galactic bulges and nearby low-luminosity active
galactic nuclei (10^5 Msun) we predict approximately 15 detections per year at
a signal to noise greater than five, in each of the inspiral and ringdown
phases. Rare coalescences between SMBHs having masses in excess of 10^7 Msun
will be more readily detected via gravitational waves from the ringdown phase.",http://arxiv.org/abs/astro-ph/0503210v1
